1,4.517,1467952148,user_group - 1,4.512673,,{}
2,5.765,1467952149,user_group - 1,1.246454,,{}
3,6.512,1467952150,user_group - 1,0.746816,,{}
4,7.444,1467952150,user_group - 1,0.932146,,{}
5,8.125,1467952151,user_group - 1,0.680907,,{}
6,8.991,1467952152,user_group - 1,0.865608,,{}
7,9.795,1467952153,user_group - 1,0.803572,,{}
8,10.628,1467952154,user_group - 1,0.833414,,{}
9,11.357,1467952154,user_group - 1,0.728353,,{}
10,12.224,1467952155,user_group - 1,0.866781,,{}
11,13.002,1467952156,user_group - 1,0.777556,,{}
12,14.844,1467952158,user_group - 1,1.842074,,{}
13,16.508,1467952160,user_group - 1,1.664080,,{}
14,19.490,1467952163,user_group - 1,2.981113,,{}
15,21.169,1467952164,user_group - 1,1.679558,,{}
16,23.379,1467952166,user_group - 1,2.209208,,{}
17,25.063,1467952168,user_group - 1,1.684164,,{}
18,27.857,1467952171,user_group - 1,2.793223,,{}
19,30.258,1467952173,user_group - 1,2.400658,,{}
