1,1.586,1467952847,user_group - 1,1.581686,,{}
2,2.961,1467952848,user_group - 1,1.374737,,{}
3,3.750,1467952849,user_group - 1,0.788955,,{}
4,4.482,1467952850,user_group - 1,0.731076,,{}
5,5.254,1467952851,user_group - 1,0.772301,,{}
6,6.103,1467952852,user_group - 1,0.848123,,{}
7,9.766,1467952855,user_group - 1,3.663445,,{}
8,13.782,1467952859,user_group - 1,4.015709,,{}
9,15.200,1467952861,user_group - 1,1.418156,,{}
10,16.151,1467952862,user_group - 1,0.950648,,{}
11,17.140,1467952863,user_group - 1,0.988731,,{}
12,18.281,1467952864,user_group - 1,1.140973,,{}
13,19.710,1467952865,user_group - 1,1.428702,,{}
14,20.686,1467952866,user_group - 1,0.975639,,{}
15,21.541,1467952867,user_group - 1,0.854548,,{}
16,22.833,1467952868,user_group - 1,1.291768,,{}
17,23.563,1467952869,user_group - 1,0.730010,,{}
18,25.499,1467952871,user_group - 1,1.936161,,{}
19,27.003,1467952872,user_group - 1,1.503495,,{}
20,27.752,1467952873,user_group - 1,0.748912,,{}
21,28.475,1467952874,user_group - 1,0.722817,,{}
22,29.704,1467952875,user_group - 1,1.228946,,{}
23,30.834,1467952876,user_group - 1,1.129954,,{}
